#SampleID	name	round
#q2:types	categorical	categorical
LID_104104	LID_104104	novaseq2
LID_104105	LID_104105	novaseq2
LID_104106	LID_104106	novaseq2
LID_104107	LID_104107	novaseq2
LID_104108	LID_104108	novaseq2
LID_104109	LID_104109	novaseq2
LID_104111	LID_104111	novaseq2
LID_104114	LID_104114	novaseq2
LID_104115	LID_104115	novaseq2
LID_104116	LID_104116	novaseq2
LID_104117	LID_104117	novaseq2
LID_104119	LID_104119	novaseq2
LID_104120	LID_104120	novaseq2
LID_104122	LID_104122	novaseq2
LID_104123	LID_104123	novaseq2
LID_104125	LID_104125	novaseq2
LID_104127	LID_104127	novaseq2
LID_104128	LID_104128	novaseq2
LID_104129	LID_104129	novaseq2
LID_104131	LID_104131	novaseq2
LID_104132	LID_104132	novaseq2
LID_104133	LID_104133	novaseq2
LID_104138	LID_104138	novaseq2
LID_104139	LID_104139	novaseq2
LID_104141	LID_104141	novaseq2
LID_104142	LID_104142	novaseq2
LID_104143	LID_104143	novaseq2
LID_104144	LID_104144	novaseq2
LID_104145	LID_104145	novaseq2
LID_104146	LID_104146	novaseq2
LID_104147	LID_104147	novaseq2
LID_104149	LID_104149	novaseq2
LID_104150	LID_104150	novaseq2
LID_104152	LID_104152	novaseq2
LID_104153	LID_104153	novaseq2
LID_104154	LID_104154	novaseq2
LID_104155	LID_104155	novaseq2
LID_104156	LID_104156	novaseq2
LID_104157	LID_104157	novaseq2
LID_104158	LID_104158	novaseq2
LID_104159	LID_104159	novaseq2
LID_104160	LID_104160	novaseq2
LID_104161	LID_104161	novaseq2
LID_104162	LID_104162	novaseq2
LID_104163	LID_104163	novaseq2
LID_104164	LID_104164	novaseq2
LID_104165	LID_104165	novaseq2
LID_104166	LID_104166	novaseq2
LID_104167	LID_104167	novaseq2
LID_104168	LID_104168	novaseq2
LID_104169	LID_104169	novaseq2
LID_104170	LID_104170	novaseq2
LID_104171	LID_104171	novaseq2
LID_104172	LID_104172	novaseq2
LID_104173	LID_104173	novaseq2
LID_104174	LID_104174	novaseq2
LID_104175	LID_104175	novaseq2
LID_104176	LID_104176	novaseq2
LID_104177	LID_104177	novaseq2
LID_104178	LID_104178	novaseq2
LID_104179	LID_104179	novaseq2
LID_104180	LID_104180	novaseq2
LID_104181	LID_104181	novaseq2
LID_104182	LID_104182	novaseq2
LID_104183	LID_104183	novaseq2
LID_104184	LID_104184	novaseq2
LID_104185	LID_104185	novaseq2
LID_104186	LID_104186	novaseq2
LID_104187	LID_104187	novaseq2
LID_104188	LID_104188	novaseq2
LID_104189	LID_104189	novaseq2
LID_104190	LID_104190	novaseq2
LID_104191	LID_104191	novaseq2
LID_104192	LID_104192	novaseq2
LID_104193	LID_104193	novaseq2
LID_104194	LID_104194	novaseq2
LID_104195	LID_104195	novaseq2
LID_104196	LID_104196	novaseq2
LID_104197	LID_104197	novaseq2
LID_104198	LID_104198	novaseq2
LID_104199	LID_104199	novaseq2
LID_104200	LID_104200	novaseq2
LID_104201	LID_104201	novaseq2
LID_104202	LID_104202	novaseq2
LID_104203	LID_104203	novaseq2
LID_104204	LID_104204	novaseq2
LID_104205	LID_104205	novaseq2
LID_104206	LID_104206	novaseq2
LID_104207	LID_104207	novaseq2
LID_104208	LID_104208	novaseq2
LID_104209	LID_104209	novaseq2
LID_104210	LID_104210	novaseq2
LID_104211	LID_104211	novaseq2
LID_104212	LID_104212	novaseq2
LID_104213	LID_104213	novaseq2
LID_104214	LID_104214	novaseq2
LID_104215	LID_104215	novaseq2
LID_104216	LID_104216	novaseq2
LID_104217	LID_104217	novaseq2
LID_104218	LID_104218	novaseq2
LID_104219	LID_104219	novaseq2
LID_104220	LID_104220	novaseq2
LID_104221	LID_104221	novaseq2
LID_104222	LID_104222	novaseq2
LID_104223	LID_104223	novaseq2
LID_104224	LID_104224	novaseq2
